Chromosome/scaffold name	Transcript end (bp)	Strand
10	8659718	1
10	8671481	1
10	8723638	-1
10	8736748	1
10	8741288	-1
10	8749689	-1
10	8760555	1
10	8764060	-1
10	8776421	-1
10	8781425	-1
10	8789094	-1
10	8796360	1
10	8803546	-1
10	8808877	-1
10	8824787	1
10	8828836	-1
10	8872150	1
10	8877028	-1
10	8883831	-1
10	8883831	-1
10	8886919	1
10	8890473	1
10	8895376	-1
10	8916496	1
10	8918949	1
10	8920554	1
10	8923819	1
10	8929037	-1
10	8956421	1
10	8962852	1
10	8965920	-1
10	8978715	-1
10	8986406	-1
10	9041007	-1
10	9059533	1
10	9136321	1
10	9140660	-1
10	9183841	1
10	9191455	-1
10	9202464	1
10	9206738	1
10	9213785	1
10	9215895	-1
10	9243632	1
10	9254534	1
10	9270647	1
10	9277027	-1
10	9310874	-1
10	9322698	1
10	9328116	-1
10	9360566	1
10	9372804	-1
10	9374822	-1
10	9380189	-1
10	9395080	-1
10	9403582	-1
10	9416751	-1
10	9421382	-1
10	9449712	1
10	9459823	-1
10	9466851	-1
10	9470901	1
10	9477573	-1
10	9542273	-1
10	9550644	-1
10	9558597	-1
10	9574601	1
10	9577760	1
10	9594894	1
10	9603547	1
10	9616131	-1
10	9638201	1
10	9639015	1
10	9654977	1
10	9662008	-1
10	9665352	-1
10	9669153	-1
10	9691918	-1
10	9696391	-1
10	9699886	-1
10	9713790	-1
10	9717789	-1
10	9720101	-1
10	9731773	1
10	9749103	1
10	9754398	-1
10	9769326	1
10	9771807	-1
10	9776527	-1
10	9785113	-1
10	9792362	-1
10	9801894	-1
10	9810159	-1
10	9813334	1
10	9881665	1
10	9900334	1
10	9937648	1
10	9961965	1
10	9972667	-1
10	10037688	-1
10	10043835	1
10	10070010	1
10	10079312	-1
10	10086412	-1
10	10094720	-1
10	10095079	-1
10	10108831	-1
10	10117636	1
10	10141430	-1
10	10167826	1
10	10218526	-1
10	10225316	1
10	10248296	1
10	10256891	-1
10	10380037	-1
10	10436505	-1
10	10501480	1
10	10510530	-1
10	10513023	-1
10	10523834	1
10	10528423	1
10	10552639	1
10	10560490	-1
10	10580453	-1
10	10590805	1
10	10595924	1
10	10634393	-1
10	10649571	-1
10	10671135	-1
10	10676750	-1
10	10696491	1
10	10699958	-1
10	10721606	-1
10	10737722	1
10	10750018	1
10	10750028	1
10	10785026	1
10	10785973	-1
10	10788499	-1
10	10796364	-1
10	10800956	-1
10	10860063	-1
10	10898946	-1
10	10903716	-1
10	10940058	1
10	10945774	-1
10	10948327	-1
10	10962846	1
10	11010372	-1
10	11021358	-1
10	11022014	-1
10	11022619	-1
10	11027222	-1
10	11094598	-1
10	11110643	1
10	11118359	1
10	11182517	1
10	11275922	1
10	11287527	1
10	11289732	-1
10	11363061	1
10	11381652	1
10	11381767	1
10	11381806	1
10	11480899	1
10	11480542	1
10	11485845	-1
10	11493837	1
10	11561755	1
10	11566904	-1
10	11589717	-1
10	11603223	-1
10	11662004	1
10	11662664	1
10	11670717	1
10	11734418	1
10	11768062	-1
10	11797879	-1
10	11797207	1
10	11840190	1
10	11880489	1
10	11891970	1
10	11895550	-1
10	11901978	1
10	11923321	1
10	11930283	-1
10	11932783	-1
10	11934408	1
10	11935905	1
10	11942061	1
10	11942883	1
10	11976843	1
10	11980062	1
10	12030685	-1
10	12038962	-1
10	12043614	1
10	12050481	-1
10	12083627	-1
10	12097393	-1
10	12103971	1
10	12109048	1
10	12133620	-1
10	12137455	-1
10	12214603	1
10	12244298	1
10	12248652	1
10	12250148	1
10	12254424	1
10	12262235	1
10	12269181	-1
10	12276617	1
10	12308956	1
10	12311837	-1
10	12336567	-1
10	12569185	-1
10	12593345	1
10	12598597	1
10	12618762	1
10	12625222	1
10	12631754	1
10	12640371	-1
10	12726517	-1
10	12731919	-1
10	12745269	1
10	12751484	-1
10	12759823	1
10	12769598	-1
10	12776156	1
10	12796924	1
10	12799095	1
10	12844774	1
10	12854154	1
10	12860023	1
10	12887286	1
10	12913085	1
10	12921623	1
10	12924773	-1
10	12957640	-1
10	12965464	-1
10	13011909	1
10	13059579	1
10	13061575	1
10	13081379	1
10	13090528	1
10	13187212	1
10	13221370	1
10	13246133	-1
10	13380542	1
10	13464621	1
10	13475158	-1
10	13478276	-1
10	13501776	-1
10	13524650	-1
10	13574834	1
10	13601347	-1
10	13691196	-1
10	13700428	-1
10	13725428	-1
10	13731271	1
10	13732355	-1
10	13797949	-1
10	13798419	1
10	13806199	-1
10	13818613	1
10	13820390	1
10	13820976	1
10	13828043	-1
10	13835913	-1
10	13868146	-1
10	13891751	1
10	14031389	1
10	14038330	-1
10	14043417	-1
10	14047986	-1
10	14068018	1
10	14073037	-1
10	14072123	-1
10	14082958	-1
10	14092606	-1
10	14157273	1
10	14222835	1
10	14311664	1
10	14312397	1
10	14331191	1
10	14341339	1
10	14347955	1
10	14352834	-1
10	14400305	1
10	14401894	1
10	14416750	1
10	14424602	-1
10	14515578	-1
10	14525788	1
10	14531624	-1
10	14551027	-1
10	14574747	-1
10	14712603	-1
10	14824243	1
10	14864151	-1
10	14867938	1
10	14869347	1
10	14888870	1
10	14908454	-1
10	14913844	-1
10	14931752	-1
10	14937021	1
10	14943956	1
10	14972945	1
10	15011892	1
10	15024615	1
10	15061598	1
10	15068646	1
10	15072204	1
10	15092804	1
10	15165468	-1
10	15197153	-1
10	15201090	-1
10	15216790	1
10	15290868	1
10	15325151	-1
10	15327672	-1
10	15366420	1
10	15369164	-1
10	15413319	-1
10	15440689	1
10	15447552	1
10	15471451	1
10	15584253	1
10	15678710	-1
10	15711887	-1
10	15759892	-1
10	15796096	-1
10	15907813	1
10	15929318	-1
10	15938323	-1
10	15993006	1
10	16006486	-1
10	16058166	1
10	16164226	-1
10	16272571	-1
10	16350484	-1
10	16369729	1
10	16375587	-1
10	16377445	-1
10	16393405	-1
10	16397949	-1
10	16421684	-1
10	16441183	-1
10	16445543	-1
10	16501568	1
10	16504652	-1
10	16509981	-1
10	16519597	-1
10	16525576	-1
10	16769814	1
10	16797301	-1
10	16799210	1
10	16857234	1
10	16873187	1
10	17060873	1
10	17069341	1
10	17087061	1
10	17094451	1
10	17218689	1
10	17348067	1
10	17354642	-1
10	17380979	1
10	17403298	-1
10	17404022	-1
10	17424891	-1
10	17439943	-1
10	17449083	1
10	17461139	-1
10	17471523	-1
10	17487798	-1
10	17493064	1
10	17495450	-1
10	17515058	-1
10	17581168	-1
10	17719812	1
10	17734506	1
10	17831785	1
10	17841454	-1
10	17847269	-1
10	17861530	1
10	17864991	1
10	17892800	-1
10	17917726	1
10	17935197	-1
10	17937676	1
10	17944505	1
10	17946640	-1
10	17959505	1
10	17961143	-1
10	17989899	1
10	18041711	1
10	18041812	1
10	18043584	-1
10	18098831	1
10	18132951	-1
10	18147389	-1
10	18169495	-1
10	18173110	1
10	18179418	-1
10	18191658	-1
10	18196335	-1
10	18204416	1
10	18354977	-1
10	18378836	-1
10	18379865	-1
10	18380393	-1
10	18395220	1
10	18401427	-1
10	18444398	-1
10	18451319	-1
10	18544407	-1
10	18558508	1
10	18572289	1
10	18652742	1
10	18783421	1
10	18785817	1
10	18833141	1
10	18955146	1
10	18956754	1
10	19057176	-1
10	19297258	1
10	19311640	1
10	19320482	-1
10	19334976	-1
10	19337142	-1
10	19358338	1
10	19376153	-1
10	19404984	1
10	19404756	1
10	19410027	1
10	19502405	1
10	19553904	1
10	19731916	1
10	19742249	1
10	19768827	1
10	19826892	-1
10	19887330	-1
10	19910978	-1
10	19946527	-1
10	19948426	-1
10	19976568	1
10	20132281	1
10	20155371	1
10	20159874	1
10	20310641	1
10	20417360	1
10	20433728	-1
10	20510334	1
10	20517636	1
10	20593042	1
10	20628713	-1
10	20798702	1
10	20802580	-1
10	21011351	-1
10	21140996	-1
10	21147158	-1
10	21189758	1
10	21190066	1
10	21258796	-1
10	21270038	-1
10	21367692	-1
10	21386957	-1
10	21604684	1
10	21717051	1
10	21743324	-1
10	21754770	-1
10	21764359	-1
10	21919010	-1
10	21928417	-1
10	22010576	-1
10	22012246	-1
10	22050464	1
10	22330826	-1
10	22469259	1
10	22498927	-1
10	22520112	-1
10	22552484	1
10	22767575	-1
10	22832556	1
10	22847623	-1
10	22897608	1
10	22900098	-1
10	23095572	1
10	23101463	-1
10	23280402	-1
10	23566932	1
10	23663923	1
10	23737318	-1
10	23901480	1
10	23908588	-1
10	24056906	-1
10	24300362	-1
10	25177203	1
10	25180484	-1
10	25181669	-1
10	25191744	-1
10	25192386	-1
10	25193903	-1
10	25677984	1
10	25683000	1
10	25686169	-1
10	25718503	-1
10	25722834	-1
10	25735099	-1
10	25735099	-1
10	25875325	1
10	25880810	1
10	26150338	-1
10	26151783	-1
10	26162178	-1
10	26168137	-1
10	26207653	-1
10	26957160	1
10	27070160	1
10	27812740	-1
10	28468479	1
10	28471383	-1
10	28476510	-1
10	28498705	-1
10	33389937	-1
10	33450613	-1
10	33525415	-1
10	33696528	-1
10	33794485	-1
10	33808425	-1
10	33839475	-1
10	34063058	-1
10	34067645	-1
10	34069125	-1
10	34118176	-1
10	34219752	-1
10	34229342	-1
10	34265718	-1
10	34266348	-1
10	34300859	-1
10	34975414	1
10	35008373	1
10	35138472	1
10	35188230	1
10	35243205	-1
10	35247930	-1
10	35260331	-1
10	35278739	1
10	35283640	-1
10	35286310	1
10	35749687	-1
10	35758905	1
10	36149337	-1
10	36162772	-1
10	36217197	1
10	36673710	1
10	36870902	1
10	37513235	1
10	37776308	1
10	37809774	-1
10	37859649	1
10	37862178	-1
10	37891251	-1
10	37955763	-1
10	37970316	-1
10	37994911	-1
10	38004066	-1
10	38017669	1
10	38023287	1
10	38269398	-1
10	38270579	-1
10	38300289	-1
10	38302519	-1
10	38360053	1
10	38368573	1
10	38677107	1
10	38712980	1
10	38773316	1
10	38774210	1
10	38779489	1
10	39744434	1
10	39796410	1
10	39830696	1
10	40035372	-1
10	40096277	1
10	40186071	1
10	40258116	1
10	40579939	-1
10	40586470	-1
10	40795890	1
10	40800471	1
10	41090909	1
10	41174293	1
10	41187762	1
10	41240453	-1
10	41280840	-1
10	41312437	-1
10	41327324	1
10	41331712	-1
10	41439184	-1
10	41488508	-1
10	41551918	-1
10	41618556	-1
10	41627760	-1
10	41633629	-1
10	41783603	1
10	41796753	-1
10	41801856	1
10	41814225	-1
10	41899632	1
10	41930156	-1
10	41944745	-1
10	41950872	1
10	42095685	1
10	42100120	1
10	42108466	1
10	42122164	1
10	42124685	1
10	42133184	1
10	42143821	-1
10	42173726	-1
10	42186424	1
10	42221651	1
10	42226699	-1
10	42260028	1
10	42262081	1
10	42264444	-1
10	42271022	-1
10	42274055	-1
10	42463629	-1
10	42480742	-1
10	42544527	-1
10	42718403	-1
10	42756688	-1
10	42759546	-1
10	42770486	-1
10	42787030	-1
10	42813258	-1
10	42818368	-1
10	42823413	-1
10	42828704	-1
10	42832648	-1
10	42864848	1
10	42870219	-1
10	42881998	1
10	42919820	-1
10	42930454	-1
10	43035655	-1
10	43035949	-1
10	43037903	-1
10	43072424	-1
10	43147345	1
10	43151405	-1
10	43158730	-1
10	43206850	1
10	43220577	-1
10	43234133	-1
10	43250066	-1
10	43253602	1
10	43263008	1
10	43268336	-1
10	43284717	-1
10	43287405	-1
10	43474534	-1
10	43506128	-1
10	43514350	-1
10	43654921	-1
10	43893031	1
10	43920254	1
10	43959916	1
10	43966996	1
10	43967341	1
10	43971024	-1
10	43976829	-1
10	44054371	-1
10	44059289	-1
10	44092189	-1
10	44099153	-1
10	44173503	-1
10	44368403	1
10	44378308	-1
10	44396344	1
10	44403987	-1
10	44419369	1
10	44463759	-1
10	44473531	-1
10	44529959	-1
10	44552758	1
10	44574984	-1
10	44645841	1
10	44663886	1
10	44682810	-1
10	44768374	-1
10	44780961	1
10	44985496	1
10	45392407	1
10	45412525	1
10	45416480	1
10	45451419	1
10	45489718	1
10	45493833	1
10	45497316	-1
10	45499980	1
10	45504840	-1
10	45583777	1
10	45639920	-1
10	45648304	-1
10	45813467	1
10	45820048	-1
10	45834471	1
10	45845707	1
10	45854689	-1
10	45865413	-1
10	45882752	1
10	45954935	-1
10	45989830	1
10	45992217	1
10	46066033	1
10	46075992	1
10	46080320	1
10	46080917	1
10	46106215	1
10	46128043	-1
10	46143661	1
10	46181435	1
10	46182353	1
10	46185790	1
10	46206477	1
10	46215277	1
10	46275426	-1
10	46278849	1
10	46337828	1
10	46359965	1
10	46383406	1
10	46385734	1
10	46436554	1
10	46444645	1
10	46457491	1
10	46503209	1
10	46510345	1
10	46530882	-1
10	46540456	-1
10	46548335	1
10	46553984	-1
10	46565838	-1
10	46619396	-1
10	46631415	1
10	46638297	1
10	46687366	1
10	46704008	1
10	46711518	1
10	46719021	-1
10	46728287	1
10	46751696	1
10	46753126	1
10	46815412	-1
10	46829627	-1
10	46834368	-1
10	46849624	-1
10	46868748	-1
10	46875596	-1
10	46878737	-1
10	46882643	1
10	46900137	-1
10	46951645	1
10	46957662	1
10	47112315	1
10	47119499	1
10	47124240	-1
10	47125535	-1
10	47137553	-1
10	47159098	-1
10	47205688	-1
10	47209403	1
10	47246577	-1
10	47356797	-1
10	47461881	1
10	47467210	1
10	47509328	-1
10	47513585	-1
10	47515246	1
10	47515629	1
10	47554783	1
10	47606526	1
10	47617601	-1
10	47654358	1
10	47672373	-1
10	47720513	1
10	47729423	1
10	47732087	1
10	47757562	1
10	47763725	-1
10	47769763	-1
10	47777272	-1
10	47780580	-1
10	47787967	-1
10	47805200	-1
10	47833468	-1
10	47834756	-1
10	47837686	-1
10	47855206	-1
10	47940298	-1
10	47958330	-1
10	47966955	-1
10	47981196	-1
10	47994964	-1
10	48030273	-1
10	48060287	-1
10	48070333	1
10	48080874	1
10	48101431	1
10	48108938	-1
10	48148104	-1
10	48167677	-1
10	48255681	1
10	48256510	1
10	48333941	-1
10	48396055	-1
10	48429829	-1
10	48505013	-1
10	48517052	1
10	48530337	1
10	48533674	-1
10	48534177	1
10	48541129	1
10	48555625	1
10	48579713	-1
10	48619857	1
10	48627012	1
10	48641862	-1
10	48649914	-1
10	48663877	-1
10	48744523	1
10	48780722	-1
10	48804238	1
10	48866917	1
10	48879800	1
10	48888364	-1
10	48890911	-1
10	48901583	-1
10	48920158	1
10	48927789	1
10	48933219	-1
10	48945833	1
10	48975842	-1
10	48982072	1
10	48982597	1
10	48992686	1
10	49057887	1
10	49086823	-1
10	49096143	-1
10	49097731	-1
10	49098322	-1
10	49114103	-1
10	49191874	-1
10	49280254	1
10	49285410	1
10	49342550	-1
10	49362607	-1
10	49368615	-1
10	49377762	-1
10	49380624	1
10	49384727	-1
10	49433397	-1
10	49463031	-1
10	49475017	-1
10	49514259	1
10	49561918	1
10	49580206	1
10	49618876	1
10	49625115	1
10	49626708	1
10	49646213	1
10	49660226	1
10	49672001	-1
10	49709236	1
10	49753615	-1
10	49754192	-1
10	49757204	-1
10	49762230	-1
10	49769237	-1
10	49819536	1
10	49853199	1
10	49858604	1
10	49867923	1
10	49892453	1
10	49896869	-1
10	49907663	-1
10	49910974	1
10	49911203	1
10	49926316	-1
10	49931250	1
10	49939560	1
10	49958381	1
10	49964099	-1
10	49969570	-1
10	49993819	1
10	50004819	1
10	50008809	1
10	50039500	1
10	50055371	-1
10	50093183	1
10	50110531	1
10	50100357	1
10	50113601	1
10	50156051	1
10	50174340	-1
10	50232603	1
10	50282985	-1
10	50342632	-1
10	50358988	-1
10	50413675	-1
10	50422071	-1
10	50422236	-1
10	50422083	-1
10	50429880	-1
10	50452777	-1
10	50454388	-1
10	50454586	-1
10	50455977	-1
10	50524914	1
10	50542907	1
10	50554660	-1
10	50563080	1
10	50567438	-1
10	50594570	1
10	50610685	-1
10	50634618	1
10	50643077	-1
10	50662476	1
10	50666665	1
10	50668192	-1
10	50672111	1
10	50674517	1
10	50707845	-1
10	50712220	1
10	50737902	1
10	50743965	-1
10	50764252	-1
10	50778597	-1
10	50801464	1
10	50806310	1
10	50811683	1
10	50815612	-1
10	50817903	1
10	50838079	1
10	50860023	1
10	50914161	1
10	50961229	1
10	50985539	1
10	51016070	1
10	51026431	1
10	51028688	-1
10	51040461	-1
10	51071351	-1
10	51145203	1
10	51157040	-1
10	51163082	1
10	51169007	1
10	51172012	-1
10	51190274	1
10	51202689	-1
10	51210006	1
10	51224797	1
10	51228631	-1
10	51230596	1
10	51243703	-1
10	51261374	1
10	51266763	-1
10	51276038	-1
10	51279535	-1
10	51285287	-1
10	51298597	1
10	51339912	1
10	51345910	1
10	51349733	-1
10	51359036	1
10	51379222	-1
10	51396467	1
10	51401793	1
10	51405705	1
10	51410168	1
10	51414908	1
10	51428517	-1
10	51433347	1
10	51435376	-1
10	51450069	1
10	51450723	1
10	51469527	1
10	51473822	-1
10	51495750	-1
10	51509621	1
10	51518635	1
10	51539277	-1
10	51559323	-1
10	51651133	1
10	51656990	-1
10	51660580	-1
10	51703619	1
10	51707378	1
10	51716075	1
10	51740357	1
10	51763765	1
10	51767090	-1
10	51768760	1
10	51775318	-1
10	51781363	1
10	51785352	1
10	51803930	1
10	51814594	-1
10	51823668	-1
10	51839407	1
10	51845394	1
10	51855890	1
10	51855890	1
10	51870601	1
10	51870601	1
10	51870601	1
10	51922420	1
10	51922420	1
10	51922420	1
10	51935101	1
10	51948686	1
10	51948686	1
10	51954770	1
10	51974230	-1
10	51998872	1
10	52014319	-1
10	52014319	-1
10	52028456	1
10	52030890	1
10	52040692	1
10	52044982	1
10	52055169	1
10	52065827	1
10	52070388	-1
10	52110014	1
10	52117035	-1
10	52136266	1
10	52138498	-1
10	52140506	-1
10	52145941	-1
10	52153850	-1
10	52154973	-1
10	52160443	-1
10	52162000	-1
10	52172697	-1
10	52196851	1
10	52198596	1
10	52208067	-1
10	52217266	-1
10	52222915	-1
10	52242162	-1
10	52258431	1
10	52279067	1
10	52290126	-1
10	52300406	1
10	52309196	1
10	52320804	1
10	52323798	1
10	52333621	1
10	52333621	1
10	52339106	-1
10	52397560	1
10	52408208	-1
10	52423105	1
10	52427358	-1
10	52439036	1
10	52447503	1
10	52476077	1
10	52482733	-1
10	52501386	-1
10	52517573	-1
10	52523066	-1
10	52532329	1
10	52542087	1
10	52546115	1
10	52559533	-1
10	52564695	-1
10	52574922	-1
10	52582827	1
10	52589669	1
10	52593074	1
10	52598116	-1
10	52598116	-1
10	52598255	-1
10	52604022	1
10	52614301	1
10	52616882	1
10	52621626	-1
10	52625151	-1
10	52631419	-1
10	52669195	1
10	52677175	1
10	52701651	1
10	52705035	-1
10	52723722	1
10	52781709	-1
10	52784030	1
10	52798949	1
10	52810035	1
10	52812053	-1
10	52820128	-1
10	52824763	1
10	52832851	1
10	52834631	-1
10	52881407	1
10	52901057	1
10	52911214	1
10	52922055	-1
10	52930556	-1
10	52935203	-1
10	52937919	1
10	52947098	-1
10	53018613	1
10	53024376	1
10	53035595	-1
10	53039195	-1
10	53049733	-1
10	53060695	1
10	53079063	-1
10	53101237	1
10	53134309	1
10	53152419	1
10	53163571	-1
10	53173616	-1
10	53190395	1
10	53186636	1
10	53192373	-1
10	53208233	1
10	53211468	-1
10	53215778	1
10	53218642	1
10	53224215	1
10	53232638	1
10	53240213	-1
10	53247727	1
10	53293680	-1
10	53321078	1
10	53325380	-1
10	53344524	-1
10	53353994	1
10	53381658	1
10	53394200	-1
10	53416037	1
10	53425957	-1
10	53447680	1
10	53449775	-1
10	53486934	-1
10	53493802	-1
10	53504915	1
10	53506736	1
10	53519604	1
10	53523582	-1
10	53547618	1
10	53552842	-1
10	53558648	-1
10	53566177	-1
10	53569750	-1
10	53578015	-1
10	53588677	-1
10	53601826	-1
10	53610807	-1
10	53625012	1
10	53635241	-1
10	53652866	1
10	53658464	1
10	53671377	1
10	53683019	1
10	53694234	1
10	53703670	1
10	53711553	1
10	53727585	1
10	53738911	-1
10	53738911	-1
10	53743425	1
10	53759283	1
10	53762645	-1
10	53767413	-1
10	53811088	1
10	53827720	-1
10	53834390	-1
10	53847998	1
10	53858900	-1
10	53862846	1
10	53865667	1
10	53873421	1
10	53886870	-1
10	53891106	-1
10	53903777	1
10	53907731	1
10	53922199	-1
10	53944297	1
10	53948425	-1
10	53951973	1
10	53961126	1
10	53973740	-1
10	53977063	-1
10	53987288	-1
10	53986935	-1
10	53993932	-1
10	53999357	-1
10	54010031	-1
10	54039191	1
10	54056414	1
10	54062503	-1
10	54070563	1
10	54074703	-1
10	54082430	1
10	54111778	-1
10	54123513	-1
10	54124081	1
10	54137417	-1
10	54149177	1
10	54157246	1
10	54160281	-1
10	54165301	1
10	54172066	1
10	54178152	1
10	54186829	-1
10	54212950	-1
10	54221249	-1
10	54226840	-1
10	54241424	-1
10	54249039	-1
10	54257060	-1
10	54264881	1
10	54286053	1
10	54285819	1
10	54289816	-1
10	54291445	-1
10	54296147	1
10	54301169	1
10	54303052	-1
10	54307684	-1
10	54325052	-1
10	54337281	1
10	54339529	1
10	54357013	-1
10	54368602	-1
10	54374858	-1
10	54380217	1
10	54398667	-1
10	54404450	1
10	54425480	-1
10	54429734	-1
10	54443672	-1
10	54503191	-1
10	54503260	-1
10	54506951	1
10	54511354	1
10	54530212	1
10	54538408	1
10	54542350	1
10	54553389	-1
10	54567704	1
10	54571788	1
10	54590143	1
10	54598985	1
10	54601807	-1
10	54607474	-1
10	54614786	1
10	54642123	1
10	54644195	1
10	54646396	-1
10	54656718	1
10	54662899	-1
10	54681505	-1
10	54687890	-1
10	54697903	1
10	54707961	-1
10	54717858	1
10	54726623	1
10	54735760	-1
10	54735948	-1
10	54749411	-1
10	54778120	1
10	54786374	-1
10	54794116	-1
10	54799204	1
10	54815456	1
10	54824558	1
10	54831087	1
10	54854063	-1
10	54866913	-1
10	54877658	-1
10	54889872	-1
10	54901610	1
10	54908394	-1
10	54911635	-1
10	54915494	-1
10	54925182	1
10	54959405	1
10	54966631	-1
10	54987299	1
10	55000881	1
10	54998435	1
10	55029915	1
10	55032792	1
10	55043551	1
10	55048772	-1
10	55059562	-1
10	55063059	1
10	55068714	-1
10	55077844	1
10	55095059	1
10	55100969	1
10	55101602	-1
10	55105899	-1
10	55110626	-1
10	55114350	-1
10	55118346	1
10	55121698	-1
10	55124807	-1
10	55127872	1
10	55131283	-1
10	55137366	-1
10	55143719	1
10	55156842	1
10	55160585	1
10	55177473	1
10	55186320	1
10	55187589	1
10	55190503	-1
10	55201764	-1
10	55221439	1
10	55224833	1
10	55242078	1
10	55245223	1
10	55272863	1
10	55279339	1
10	55281351	-1
10	55286562	1
10	55298021	1
10	55299840	-1
10	55306226	1
10	55309489	-1
10	55315066	-1
10	55330787	-1
10	55339921	-1
10	55359800	1
10	55369405	1
10	55372362	-1
10	55378210	1
10	55388080	-1
10	55404349	-1
10	55416543	-1
10	55434427	1
10	55445289	-1
10	55449467	-1
10	55458724	1
10	55472702	1
10	55480047	-1
10	55488467	-1
10	55498746	1
10	55516212	-1
10	55531473	1
10	55535249	1
10	55543827	1
10	55601930	1
10	55618945	-1
10	55624066	-1
10	55637708	-1
10	55644361	1
10	55651626	1
10	55656805	1
10	55660441	-1
10	55663558	-1
10	55668885	-1
10	55751104	1
10	55754982	-1
10	55758924	-1
10	55767647	1
10	55773381	1
10	55773195	1
10	55785388	1
10	55796728	1
10	55812866	1
10	55818591	1
10	55821220	1
10	55833478	1
10	55835003	1
10	55836272	-1
10	55838143	1
10	55843237	-1
10	55852766	-1
10	55859164	-1
10	55859894	-1
10	55859894	-1
10	55867508	-1
10	55873711	-1
10	55880929	-1
10	55884262	-1
10	55894887	1
10	55897960	1
10	55903460	-1
10	55910775	-1
10	55921406	-1
10	55924465	-1
10	55936589	1
10	55936304	1
10	55936304	1
10	55939279	-1
10	55944236	-1
10	55950955	1
10	55952778	-1
10	55962573	-1
10	55970188	1
10	55980378	1
10	55981889	-1
10	55997679	-1
10	56004474	-1
10	56018926	-1
10	56030667	-1
10	56040854	1
10	56063629	-1
10	56083112	-1
10	56104622	1
10	56116782	1
10	56122840	-1
10	56130543	1
10	56156440	1
10	56159207	1
10	56169169	1
10	56178258	-1
10	56178261	-1
10	56178274	-1
10	56180960	-1
10	56186959	-1
10	56191843	-1
10	56200562	-1
10	56206730	-1
10	56209666	-1
10	56212861	-1
10	56213483	-1
10	56217021	-1
10	56222949	1
10	56237339	-1
10	56239864	-1
10	56248085	-1
10	56256657	-1
10	56259806	-1
10	56264698	-1
10	56269334	-1
10	56278692	-1
10	56282577	-1
10	56287163	1
10	56286833	1
10	56291222	-1
10	56297620	1
10	56301581	-1
10	56313202	1
10	56324046	1
10	56326671	-1
10	56341893	1
10	56351057	1
10	56353683	1
10	56357390	1
10	56371277	1
10	56376426	-1
10	56397038	1
10	56427783	1
10	56430796	1
10	56435348	-1
10	56492476	1
10	56577032	-1
10	56589785	-1
10	56642527	1
10	56648721	1
10	56650806	-1
10	56655890	-1
10	56672428	1
10	56699909	1
10	56730693	-1
10	56777231	1
10	56793054	-1
10	56802872	1
10	56810266	-1
10	56817025	-1
10	56849844	-1
10	56860645	-1
10	56880392	-1
10	56881450	1
10	56894619	1
10	56898573	1
10	56898328	1
10	56902622	1
10	56904591	-1
10	56912844	1
10	56917647	1
10	56929286	-1
10	56953535	1
10	56958834	-1
10	56971598	-1
10	56990932	-1
10	57018403	-1
10	57024601	-1
10	57032376	-1
10	57039652	1
10	57041504	1
10	57046703	-1
10	57054149	1
10	57077907	1
10	57083936	1
10	57088867	1
10	57104028	-1
10	57114747	1
10	57153501	1
10	57158482	-1
10	57166115	1
10	57171559	1
10	57176070	-1
10	57184522	1
10	57190726	1
10	57220232	-1
10	57250553	-1
10	57252715	1
10	57254256	-1
10	57271912	1
10	57280177	-1
10	57285752	-1
10	57298137	1
10	57302483	1
10	57306641	-1
10	57316130	-1
10	57320517	-1
10	57327708	-1
10	57330286	-1
10	57338164	-1
10	57337756	-1
10	57342797	1
10	57353369	-1
10	57349931	-1
10	57349880	-1
10	57358596	1
10	57371300	1
10	57376254	-1
10	57386950	-1
10	57392538	-1
10	57397909	1
10	57401004	1
10	57428764	1
10	57432062	-1
10	57437553	-1
10	57439005	1
10	57451960	-1
10	57467062	-1
10	57479259	-1
10	57483182	1
10	57488476	1
10	57492236	-1
10	57499661	-1
10	57506268	-1
10	57508898	1
10	57515716	1
10	57519469	-1
10	57523743	-1
10	57530382	-1
10	57534032	-1
10	57546740	-1
10	57549363	-1
10	57553511	-1
10	57556889	-1
10	57562884	-1
10	57580839	-1
10	57589320	1
10	57602210	-1
10	57627338	1
10	57650910	-1
10	57653789	-1
10	57669791	1
10	57674547	1
10	57686793	1
10	57692325	1
10	57700033	1
