Transcript start (bp)	Chromosome/scaffold name	Transcript end (bp)	Strand	Gene start (bp)	Gene end (bp)
6000267	10	6000617	-1	6000267	6000617
6003355	10	6008123	1	6003355	6008123
6016686	10	6016967	-1	6016686	6016967
6051439	10	6053020	-1	6051439	6053020
6065861	10	6067239	-1	6065861	6067239
6103750	10	6104484	-1	6103750	6104484
6112920	10	6114270	1	6112920	6114270
6126136	10	6126720	1	6126136	6126720
6135540	10	6136869	1	6135540	6136869
6148559	10	6150475	1	6148559	6150475
6150749	10	6151726	1	6150749	6151726
6175916	10	6176551	1	6175916	6176551
6190629	10	6191467	1	6190629	6191467
6198884	10	6201043	1	6198884	6201043
6203939	10	6206578	-1	6203939	6206578
6218933	10	6222863	1	6218933	6222863
6223783	10	6226343	1	6223783	6226343
6236354	10	6238987	1	6236354	6238987
6247881	10	6255482	-1	6247881	6255482
6270786	10	6278912	-1	6270786	6278912
6284406	10	6285558	1	6284406	6285558
6330484	10	6331579	1	6330484	6331579
6337810	10	6341061	-1	6337810	6341061
6349331	10	6350766	1	6349331	6350766
6351617	10	6352699	1	6351617	6352699
6357151	10	6361163	1	6357151	6361163
6364462	10	6372270	1	6364462	6372270
6375077	10	6378532	1	6375077	6378532
6390390	10	6391271	1	6390390	6391271
6396365	10	6396938	1	6396365	6396938
6397750	10	6400256	1	6397750	6400256
6405128	10	6405616	1	6405128	6405616
6412641	10	6421234	1	6412641	6421234
6412900	10	6420844	1	6412641	6421234
6424307	10	6424657	1	6424307	6424657
6433044	10	6436360	1	6433044	6436360
6438595	10	6440302	1	6438595	6440302
6514429	10	6517727	-1	6514429	6517727
6531252	10	6531815	1	6531252	6531815
6532352	10	6545778	-1	6532352	6545778
6564011	10	6568763	1	6564003	6568763
6564003	10	6564769	1	6564003	6568763
6570270	10	6573934	1	6570270	6573934
6579301	10	6579680	1	6579301	6579680
6580935	10	6582320	1	6580935	6582320
6584475	10	6587413	-1	6584475	6587413
6601494	10	6606646	-1	6601494	6606646
6609101	10	6610380	1	6609101	6610380
6612406	10	6612720	-1	6612406	6612720
6651182	10	6652612	-1	6651182	6652612
6654108	10	6654806	1	6654108	6654806
6705928	10	6706326	-1	6705928	6706326
6708353	10	6711201	1	6708353	6711201
6712408	10	6712584	-1	6712408	6712584
6730744	10	6732671	1	6730744	6732671
6750655	10	6753847	1	6750655	6753847
6753995	10	6758994	1	6753995	6758994
6763980	10	6764696	1	6763980	6764696
6769874	10	6771796	1	6769874	6771796
6781598	10	6808129	1	6781598	6808129
6815158	10	6816162	-1	6815158	6816162
6821181	10	6824989	1	6821181	6824989
6833031	10	6837254	1	6833031	6837254
6840330	10	6844685	1	6840330	6844685
6845277	10	6847172	1	6845277	6847172
6849097	10	6850187	-1	6849097	6850187
6873939	10	6875483	-1	6873939	6875483
6885993	10	6888433	1	6885993	6888433
6890595	10	6890816	1	6890595	6890816
6912515	10	6915625	1	6912515	6915625
6918840	10	6919941	1	6918840	6919941
6926691	10	6930631	-1	6926691	6930631
6933191	10	6934923	-1	6933191	6934923
6937680	10	6941243	-1	6937680	6941243
6943458	10	6944012	1	6943458	6944012
6954336	10	6956168	1	6954336	6956168
6956247	10	6958165	-1	6956247	6958165
6960376	10	6963886	-1	6960376	6963886
6966512	10	6966895	-1	6966512	6966895
6970171	10	6975463	-1	6970171	6975463
6988001	10	6989138	1	6988001	6989138
6990492	10	6990830	1	6990492	6990830
6994063	10	6996060	1	6994063	6996060
6998120	10	6998642	1	6998120	6998642
6999381	10	7003729	1	6999381	7003729
7004707	10	7005738	-1	7004707	7005738
7005759	10	7006985	1	7005759	7006985
7010113	10	7011756	1	7010113	7011756
7013336	10	7015787	1	7013336	7015787
7015912	10	7017107	1	7015912	7017107
7019500	10	7026365	-1	7019500	7026365
7031242	10	7032584	1	7031242	7032584
7049746	10	7051082	-1	7049746	7051082
7052023	10	7060540	-1	7052023	7060540
7062751	10	7072010	-1	7062751	7072010
7073164	10	7080081	-1	7073164	7080081
7073164	10	7079946	-1	7073164	7080081
7084056	10	7085665	1	7084056	7085665
7111013	10	7111890	1	7111013	7111890
7114879	10	7115084	-1	7114879	7115084
7118677	10	7119912	1	7118677	7119912
7122073	10	7122309	-1	7122073	7122309
7125919	10	7127233	-1	7125919	7127233
7130453	10	7131702	-1	7130453	7131702
7136789	10	7138351	-1	7136789	7138351
7152271	10	7153897	-1	7152271	7153897
7155421	10	7158740	-1	7155421	7158740
7162730	10	7178914	1	7162730	7178914
7194351	10	7194473	1	7194351	7194473
7201622	10	7205336	1	7201622	7205336
7213022	10	7220337	1	7213022	7220337
7220616	10	7223493	1	7220616	7223493
7225248	10	7226611	1	7225248	7226611
7245204	10	7245560	-1	7245204	7245560
7261193	10	7267859	1	7261193	7267859
7280665	10	7281800	1	7280665	7281800
7288025	10	7288598	1	7288025	7288598
7288988	10	7290966	-1	7288988	7290966
7306391	10	7308094	1	7306391	7308094
7318537	10	7320021	1	7318537	7320021
7325563	10	7328559	1	7325563	7328559
7330581	10	7340900	-1	7330581	7340900
7346628	10	7348031	-1	7346628	7348031
7352447	10	7356315	-1	7352447	7356315
7358042	10	7361309	1	7358042	7361309
7363115	10	7363498	1	7363115	7363498
7367770	10	7368772	1	7367770	7368772
7369459	10	7372127	1	7369459	7372127
7379034	10	7387662	-1	7379034	7387662
7393308	10	7394337	1	7393308	7394337
7394973	10	7401409	-1	7394973	7401409
7416493	10	7420058	1	7416493	7420058
7421552	10	7422367	-1	7421552	7422367
7425748	10	7426500	-1	7425748	7426500
7429113	10	7430214	-1	7429113	7430214
7433097	10	7433914	-1	7433097	7433914
7434249	10	7435606	-1	7434249	7435606
7437934	10	7441972	1	7437934	7441972
7442221	10	7443165	-1	7442221	7443165
7447676	10	7449764	-1	7447676	7449764
7466819	10	7470425	-1	7466819	7470425
7471744	10	7472700	-1	7471744	7472700
7475847	10	7476916	-1	7475847	7476916
7494163	10	7500919	1	7494163	7500919
7506195	10	7507541	1	7506195	7507541
7514158	10	7514733	-1	7514158	7514733
7515796	10	7517602	-1	7515796	7517602
7519172	10	7519801	-1	7519172	7519801
7521900	10	7522356	-1	7521900	7522356
7528347	10	7528966	-1	7528347	7528966
7531976	10	7540394	1	7531976	7540394
7559672	10	7559932	1	7559672	7559932
7599254	10	7601351	-1	7599254	7601351
7605950	10	7610287	-1	7605950	7610287
7605950	10	7610287	-1	7605950	7610287
7611042	10	7614980	1	7611042	7614980
7637465	10	7640113	-1	7637465	7640113
7650786	10	7650974	-1	7650786	7650974
7672840	10	7674435	1	7672840	7674435
7695213	10	7695960	1	7695213	7695960
7700401	10	7702563	-1	7700401	7702563
7719150	10	7733912	-1	7719150	7733912
7736603	10	7737496	1	7736603	7737496
7745000	10	7747312	-1	7745000	7747312
7751084	10	7755352	1	7751084	7755352
7757547	10	7758679	1	7757547	7758679
7760785	10	7760994	-1	7760785	7760994
7768264	10	7769898	-1	7768264	7769898
7778921	10	7780312	-1	7778921	7780312
7781156	10	7792079	-1	7781156	7792079
7799336	10	7800166	-1	7799336	7800166
7803084	10	7803590	1	7803084	7803590
7806683	10	7808061	1	7806683	7808061
7809780	10	7810246	-1	7809780	7810246
7826305	10	7826937	-1	7826305	7826937
7830195	10	7831679	-1	7830195	7831679
7842536	10	7845927	1	7842536	7845927
7847463	10	7854168	-1	7847463	7854168
7855894	10	7857435	-1	7855894	7857435
7863823	10	7867950	1	7863823	7867950
7874953	10	7881817	1	7874953	7881817
7903390	10	7916695	-1	7903390	7916695
7919014	10	7924329	-1	7919014	7924329
7925938	10	7926567	-1	7925938	7926567
7932744	10	7935200	-1	7932744	7935200
7939007	10	7940797	-1	7939007	7940797
7948414	10	7949784	1	7948414	7949784
7954311	10	7956787	-1	7954311	7956787
7963128	10	7963559	1	7963128	7963559
7964096	10	7964706	1	7964096	7964706
8014256	10	8014827	1	8014256	8014827
8017357	10	8018633	-1	8017357	8018633
8019892	10	8024930	-1	8019892	8024930
8046641	10	8048792	1	8046641	8048792
8064835	10	8066644	-1	8064835	8066644
8068995	10	8075810	-1	8068995	8075810
8079469	10	8082615	-1	8079469	8082615
8085100	10	8086913	1	8085100	8086913
8091594	10	8092310	1	8091594	8092310
8106721	10	8107068	1	8106721	8107068
8110238	10	8115151	-1	8110238	8115151
8159453	10	8161205	1	8159453	8161205
8165577	10	8167824	1	8165577	8167824
8169037	10	8170108	1	8169037	8170108
8170417	10	8172999	-1	8170417	8172999
8174157	10	8175143	-1	8174157	8175143
8176044	10	8180891	-1	8176044	8180891
8187529	10	8188083	1	8187529	8188083
8189384	10	8189524	-1	8189384	8189524
8192614	10	8198597	1	8192614	8198597
8198958	10	8199596	-1	8198958	8199596
8203887	10	8205295	1	8203887	8205295
8207997	10	8212062	1	8207997	8212062
8216369	10	8217028	1	8216369	8217028
8223357	10	8224314	1	8223357	8224314
8229550	10	8241900	1	8229550	8241900
8299870	10	8300836	-1	8299870	8300836
8305308	10	8307184	-1	8305308	8307184
8330795	10	8331640	1	8330795	8331640
8349157	10	8351340	1	8349157	8351340
8349157	10	8351340	1	8349157	8351340
8351999	10	8354688	-1	8351999	8354688
8357631	10	8361511	-1	8357631	8361511
8370272	10	8373215	-1	8370272	8373215
8374652	10	8387567	-1	8374652	8387567
8422480	10	8426810	1	8422480	8426810
8438481	10	8441508	1	8438481	8441508
8447545	10	8448355	-1	8447545	8448355
8459999	10	8468553	-1	8459999	8468553
8461267	10	8468553	-1	8459999	8468553
8459999	10	8468553	-1	8459999	8468553
8474499	10	8479282	-1	8474499	8479282
8482206	10	8482601	1	8482206	8482601
8499414	10	8500759	-1	8499414	8500759
8503816	10	8519916	-1	8503816	8519916
8525506	10	8528005	-1	8525506	8528005
8544374	10	8551291	1	8544374	8551308
8544374	10	8551308	1	8544374	8551308
8559528	10	8563588	1	8559528	8563588
8564915	10	8565918	1	8564915	8565918
8592581	10	8595107	1	8592581	8595107
8603565	10	8605295	1	8603565	8605295
8605313	10	8606749	-1	8605313	8606749
8617732	10	8618451	-1	8617732	8618451
8624010	10	8625623	-1	8624010	8625623
8629191	10	8630021	-1	8629191	8630021
8630687	10	8630899	1	8630687	8630899
8633873	10	8635314	-1	8633873	8635314
8645118	10	8646901	1	8645118	8646901
8648751	10	8651102	-1	8648751	8651102
8658106	10	8659718	1	8658106	8659718
8670843	10	8671481	1	8670843	8671481
8720553	10	8723638	-1	8720553	8723638
8734621	10	8736748	1	8734621	8736748
8737638	10	8741288	-1	8737638	8741288
8741825	10	8749689	-1	8741825	8749689
8758078	10	8760555	1	8758078	8760555
8763169	10	8764060	-1	8763169	8764060
8775241	10	8776421	-1	8775241	8776421
8780102	10	8781425	-1	8780102	8781425
8782390	10	8789094	-1	8782390	8789094
8795235	10	8796360	1	8795235	8796360
8798847	10	8803546	-1	8798847	8803546
8806172	10	8808877	-1	8806172	8808877
8824479	10	8824787	1	8824479	8824787
8828149	10	8828836	-1	8828149	8828836
8870711	10	8872150	1	8870711	8872150
8873980	10	8877028	-1	8873980	8877028
8882446	10	8883831	-1	8881254	8883831
8881254	10	8883831	-1	8881254	8883831
8884053	10	8886919	1	8884053	8886919
8889158	10	8890473	1	8889158	8890473
8893700	10	8895376	-1	8893700	8895376
8915850	10	8916496	1	8915850	8916496
8916899	10	8918949	1	8916899	8918949
8919556	10	8920554	1	8919556	8920554
8920555	10	8923819	1	8920555	8923819
8926073	10	8929037	-1	8926073	8929037
8951674	10	8956421	1	8951674	8956421
8959237	10	8962852	1	8959237	8962852
8963984	10	8965920	-1	8963984	8965920
8977341	10	8978715	-1	8977341	8978715
8985691	10	8986406	-1	8985691	8986406
9040508	10	9041007	-1	9040508	9041007
9057610	10	9059533	1	9057610	9059533
9126775	10	9136321	1	9126775	9136321
9137420	10	9140660	-1	9137420	9140660
9180671	10	9183841	1	9180671	9183841
9184942	10	9191455	-1	9184942	9191455
9195735	10	9202464	1	9195735	9202464
9202888	10	9206738	1	9202888	9206738
9210838	10	9213785	1	9210838	9213785
9214285	10	9215895	-1	9214285	9215895
9239538	10	9243632	1	9239538	9243632
9253431	10	9254534	1	9253431	9254534
9263925	10	9270647	1	9263925	9270647
9271331	10	9277027	-1	9271331	9277027
9310284	10	9310874	-1	9310284	9310874
9314099	10	9322698	1	9314099	9322698
9326064	10	9328116	-1	9326064	9328116
9359199	10	9360566	1	9359199	9360566
9372431	10	9372804	-1	9372431	9372804
9374034	10	9374822	-1	9374034	9374822
9377305	10	9380189	-1	9377305	9380189
9394844	10	9395080	-1	9394844	9395080
9400027	10	9403582	-1	9400027	9403582
9415627	10	9416751	-1	9415627	9416751
9421128	10	9421382	-1	9421128	9421382
9447088	10	9449712	1	9447088	9449712
9459001	10	9459823	-1	9459001	9459823
9463094	10	9466851	-1	9463094	9466851
9469914	10	9470901	1	9469914	9470901
9471310	10	9477573	-1	9471310	9477573
9542070	10	9542273	-1	9542070	9542273
9548416	10	9550644	-1	9548416	9550644
9556566	10	9558597	-1	9556566	9558597
9573495	10	9574601	1	9573495	9574601
9575930	10	9577760	1	9575930	9577760
9591013	10	9594894	1	9591013	9594894
9602458	10	9603547	1	9602458	9603547
9610124	10	9616131	-1	9610124	9616131
9637962	10	9638201	1	9637962	9638201
9638533	10	9639015	1	9638533	9639015
9654381	10	9654977	1	9654381	9654977
9657430	10	9662008	-1	9657430	9662008
9663262	10	9665352	-1	9663262	9665352
9666776	10	9669153	-1	9666776	9669153
9690425	10	9691918	-1	9690425	9691918
9692726	10	9696391	-1	9692726	9696391
9698861	10	9699886	-1	9698861	9699886
9712444	10	9713790	-1	9712444	9713790
9716236	10	9717789	-1	9716236	9717789
9719655	10	9720101	-1	9719655	9720101
9728656	10	9731773	1	9728656	9731773
9746598	10	9749103	1	9746598	9749103
9750442	10	9754398	-1	9750442	9754398
9764712	10	9769326	1	9764712	9769326
9770128	10	9771807	-1	9770128	9771807
9773234	10	9776527	-1	9773234	9776527
9782552	10	9785113	-1	9782552	9785113
9790776	10	9792362	-1	9790776	9792362
9798755	10	9801894	-1	9798755	9801894
9807754	10	9810159	-1	9807754	9810159
9812612	10	9813334	1	9812612	9813334
9880666	10	9881665	1	9880666	9881665
9892532	10	9900334	1	9892532	9900334
9936617	10	9937648	1	9936617	9937648
9955157	10	9961965	1	9955157	9961965
9965123	10	9972667	-1	9965123	9972667
10036612	10	10037688	-1	10036612	10037688
10040038	10	10043835	1	10040038	10043835
10069239	10	10070010	1	10069239	10070010
10075853	10	10079312	-1	10075853	10079312
10082285	10	10086412	-1	10082285	10086412
10093481	10	10094720	-1	10093481	10094720
10094720	10	10095079	-1	10094720	10095079
10107720	10	10108831	-1	10107720	10108831
10115691	10	10117636	1	10115691	10117636
10140348	10	10141430	-1	10140348	10141430
10166625	10	10167826	1	10166625	10167826
10217285	10	10218526	-1	10217285	10218526
10223439	10	10225316	1	10223439	10225316
10235513	10	10248296	1	10235513	10248296
10249088	10	10256891	-1	10249088	10256891
10376228	10	10380037	-1	10376228	10380037
10434460	10	10436505	-1	10434460	10436505
10500874	10	10501480	1	10500874	10501480
10509058	10	10510530	-1	10509058	10510530
10512820	10	10513023	-1	10512820	10513023
10520083	10	10523834	1	10520083	10523834
10528076	10	10528423	1	10528076	10528423
10548876	10	10552639	1	10548876	10552639
10559894	10	10560490	-1	10559894	10560490
10578972	10	10580453	-1	10578972	10580453
10589134	10	10590805	1	10589134	10590805
10594170	10	10595924	1	10594170	10595924
10632045	10	10634393	-1	10632045	10634393
10648636	10	10649571	-1	10648636	10649571
10670842	10	10671135	-1	10670842	10671135
10675223	10	10676750	-1	10675223	10676750
10694648	10	10696491	1	10694648	10696491
10698324	10	10699958	-1	10698324	10699958
10720015	10	10721606	-1	10720015	10721606
10736575	10	10737722	1	10736575	10737722
10743751	10	10750018	1	10743751	10750028
10743751	10	10750028	1	10743751	10750028
10782455	10	10785026	1	10782455	10785026
10785626	10	10785973	-1	10785626	10785973
10787736	10	10788499	-1	10787736	10788499
10795020	10	10796364	-1	10795020	10796364
10797083	10	10800956	-1	10797083	10800956
10858902	10	10860063	-1	10858902	10860063
10892656	10	10898946	-1	10892656	10898946
10902156	10	10903716	-1	10902156	10903716
10939795	10	10940058	1	10939795	10940058
10945622	10	10945774	-1	10945622	10945774
10945885	10	10948327	-1	10945885	10948327
10960846	10	10962846	1	10960846	10962846
11008261	10	11010372	-1	11008261	11010372
11020303	10	11021358	-1	11020303	11021358
11021892	10	11022014	-1	11021892	11022014
11022152	10	11022619	-1	11022152	11022619
11026267	10	11027222	-1	11026267	11027222
11093729	10	11094598	-1	11093729	11094598
11109486	10	11110643	1	11109486	11110643
11118114	10	11118359	1	11118114	11118359
11181352	10	11182517	1	11181352	11182517
11271425	10	11275922	1	11271425	11275922
11283339	10	11287527	1	11283339	11287527
11289391	10	11289732	-1	11289391	11289732
11356132	10	11363061	1	11356132	11363061
11375216	10	11381652	1	11375216	11381806
11375216	10	11381767	1	11375216	11381806
11375216	10	11381806	1	11375216	11381806
11476566	10	11480899	1	11476566	11480899
11476566	10	11480899	1	11476566	11480899
11478052	10	11480542	1	11476566	11480899
11481921	10	11485845	-1	11481921	11485845
11493490	10	11493837	1	11493490	11493837
11558901	10	11561755	1	11558901	11561755
11563005	10	11566904	-1	11563005	11566904
11584552	10	11589717	-1	11584552	11589717
11601928	10	11603223	-1	11601928	11603223
11652378	10	11662004	1	11652378	11662664
11655538	10	11662664	1	11652378	11662664
11669191	10	11670717	1	11669191	11670717
11732872	10	11734418	1	11732872	11734418
11764670	10	11768062	-1	11764670	11768062
11793194	10	11797879	-1	11793194	11797879
11793194	10	11797879	-1	11793194	11797879
11796364	10	11797207	1	11796364	11797207
11839048	10	11840190	1	11839048	11840190
11879347	10	11880489	1	11879347	11880489
11890924	10	11891970	1	11890924	11891970
11895044	10	11895550	-1	11895044	11895550
11901516	10	11901978	1	11901516	11901978
11921054	10	11923321	1	11921054	11923321
11929900	10	11930283	-1	11929900	11930283
11930381	10	11932783	-1	11930381	11932783
11932967	10	11934408	1	11932967	11934408
11934730	10	11935905	1	11934730	11935905
11941176	10	11942061	1	11941176	11942061
11942181	10	11942883	1	11942181	11942883
11974515	10	11976843	1	11974515	11976843
11976853	10	11980062	1	11976853	11980062
12029501	10	12030685	-1	12029501	12030685
12037194	10	12038962	-1	12037194	12038962
12042465	10	12043614	1	12042465	12043614
12044207	10	12050481	-1	12044207	12050481
12081679	10	12083627	-1	12081679	12083627
12096285	10	12097393	-1	12096285	12097393
12102219	10	12103971	1	12102219	12103971
12107919	10	12109048	1	12107919	12109048
12115028	10	12133620	-1	12115028	12133620
12135837	10	12137455	-1	12135837	12137455
12211494	10	12214603	1	12211494	12214603
12240777	10	12244298	1	12240777	12244298
12246775	10	12248652	1	12246775	12248652
12249816	10	12250148	1	12249816	12250148
12253035	10	12254424	1	12253035	12254424
12261245	10	12262235	1	12261245	12262235
12267089	10	12269181	-1	12267089	12269181
12275128	10	12276617	1	12275128	12276617
12306678	10	12308956	1	12306678	12308956
12311211	10	12311837	-1	12311211	12311837
12334081	10	12336567	-1	12334081	12336567
12565625	10	12569185	-1	12565625	12569185
12589781	10	12593345	1	12589781	12593345
12597798	10	12598597	1	12597798	12598597
12605608	10	12618762	1	12605608	12618762
12624422	10	12625222	1	12624422	12625222
12629529	10	12631754	1	12629529	12631754
12639652	10	12640371	-1	12639652	12640371
12722775	10	12726517	-1	12722775	12726517
12730462	10	12731919	-1	12730462	12731919
12744005	10	12745269	1	12744005	12745269
12750494	10	12751484	-1	12750494	12751484
12759392	10	12759823	1	12759392	12759823
12769467	10	12769598	-1	12769467	12769598
12775848	10	12776156	1	12775848	12776156
12796616	10	12796924	1	12796616	12796924
12798664	10	12799095	1	12798664	12799095
12844343	10	12844774	1	12844343	12844774
12848064	10	12854154	1	12848064	12854154
12859592	10	12860023	1	12859592	12860023
12885092	10	12887286	1	12885092	12887286
12910331	10	12913085	1	12910331	12913085
12918008	10	12921623	1	12918008	12921623
12922812	10	12924773	-1	12922812	12924773
12954186	10	12957640	-1	12954186	12957640
12964745	10	12965464	-1	12964745	12965464
13011544	10	13011909	1	13011544	13011909
13056199	10	13059579	1	13056199	13059579
13060902	10	13061575	1	13060902	13061575
13077482	10	13081379	1	13077482	13081379
13088954	10	13090528	1	13088954	13090528
13186051	10	13187212	1	13186051	13187212
13219593	10	13221370	1	13219593	13221370
13243988	10	13246133	-1	13243988	13246133
13379721	10	13380542	1	13379721	13380542
13462074	10	13464621	1	13462074	13464621
13474042	10	13475158	-1	13474042	13475158
13477082	10	13478276	-1	13477082	13478276
13500867	10	13501776	-1	13500867	13501776
