# redundant lines because of different exons.
#Chromosome/scaffold	TES	Strand
4	375378	1
4	375378	1
4	375378	1
4	375378	1
4	375378	1
4	375378	1
4	375378	1
1	961953	-1
1	961953	-1
10	6824989	1
10	6824989	1
10	6824989	1
10	6824989	1
10	6824989	1
10	6824989	1
4	13745548	-1
4	13745548	-1
6	60611879	-1
6	60611879	-1
6	60611879	-1
6	500211	1
6	500211	1
6	500211	1
4	58438831	-1
4	58438831	-1
4	58438831	-1
4	58438831	-1
4	58438831	-1
4	58438831	-1
4	58438831	-1
4	58438831	-1
4	58438831	-1
4	58438831	-1
4	58438831	-1
4	58438831	-1
9	3257343	-1
9	3257343	-1
7	2796690	1
7	2796690	1
7	2796690	1
7	2796690	1
7	2796690	1
7	2796690	1
7	2796690	1
4	66977791	1
3	59180458	-1
3	59180458	-1
3	59180458	-1
3	59180458	-1
3	59180458	-1
3	59180458	-1
3	59180458	-1
3	59180458	-1
3	59180458	-1
3	59180458	-1
3	59180458	-1
3	59180458	-1
5	45738420	1
5	45738420	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
6	54103191	1
3	4546251	1
3	4546251	1
3	4546251	1
3	4546251	1
3	4546251	1
3	4546251	1
3	4546251	1
3	4546251	1
3	4546251	1
3	4546251	1
4	53435416	-1
4	64082237	-1
4	64082237	-1
4	64082237	-1
4	64082237	-1
4	64082237	-1
4	64082237	-1
4	64082237	-1
4	64082237	-1
4	64082237	-1
4	64082237	-1
4	64082237	-1
4	64082237	-1
4	11237884	-1
9	5057793	1
9	5057793	1
9	5057793	1
9	5057793	1
10	48101431	1
10	48101431	1
9	52586040	-1
9	52586040	-1
9	52586040	-1
9	52586040	-1
9	52586040	-1
9	52586040	-1
9	52586040	-1
3	61888491	-1
3	61888491	-1
6	47195281	1
6	47195281	1
8	3229337	1
8	3229337	1
8	3229337	1
1	62535815	-1
1	62535815	-1
1	62535815	-1
1	62535815	-1
1	62535815	-1
1	62535815	-1
1	62535815	-1
1	62535815	-1
1	62535815	-1
1	62535815	-1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
2	73165627	1
6	61244910	-1
6	61244910	-1
6	61244910	-1
6	61244910	-1
6	61244910	-1
6	61244910	-1
6	61244910	-1
7	3910844	-1
7	3910844	-1
7	3910844	-1
7	3910844	-1
7	3910844	-1
3	70993062	-1
3	70993062	-1
3	70993062	-1
3	70993062	-1
3	70993062	-1
3	70993062	-1
3	70993062	-1
3	70993062	-1
3	70993062	-1
3	70993062	-1
3	70993062	-1
8	52565134	-1
8	52565134	-1
8	52565134	-1
8	52565134	-1
8	52565134	-1
8	52565134	-1
8	52565134	-1
1	6896185	1
1	6896185	1
1	6896185	1
1	6896185	1
1	6896185	1
1	6896185	1
1	6896185	1
1	6896185	1
1	6896185	1
1	6896185	1
1	6896185	1
1	6896185	1
9	51984498	1
9	51984498	1
9	51984498	1
9	51984498	1
9	51984498	1
3	12678639	1
3	12678639	1
3	12678639	1
3	12678639	1
8	54311961	1
8	54311961	1
8	54311961	1
8	54311961	1
8	54311961	1
8	54311961	1
8	54311961	1
8	54311961	1
9	2346491	1
9	2346491	1
9	2346491	1
9	2346491	1
9	2346491	1
9	2346491	1
3	6460827	1
3	6460827	1
3	6460827	1
3	13489469	-1
3	13489469	-1
2	57562862	1
2	57562862	1
2	57562862	1
2	57562862	1
2	57562862	1
10	59940250	-1
10	59940250	-1
10	59940250	-1
6	55471435	-1
6	55471435	-1
1	9837060	-1
6	32335195	-1
6	32335195	-1
6	32335195	-1
6	32335195	-1
6	32335195	-1
2	18586121	-1
2	18586121	-1
10	51414908	1
10	51414908	1
10	51414908	1
10	51414908	1
10	51414908	1
10	51414908	1
10	51414908	1
10	3574589	-1
10	3574589	-1
10	3574589	-1
10	3574589	-1
10	3574589	-1
10	3574589	-1
10	3574589	-1
10	3574589	-1
10	3574589	-1
2	73615743	-1
2	73615743	-1
2	73615743	-1
2	73615743	-1
2	73615743	-1
2	73615743	-1
2	73615743	-1
9	59407242	1
9	59407242	1
9	59407242	1
9	59407242	1
9	59407242	1
9	59407242	1
9	59407242	1
9	59407242	1
9	59407242	1
9	59407242	1
9	59407242	1
9	59407242	1
10	3934065	-1
10	3934065	-1
10	3934065	-1
10	3934065	-1
10	3934065	-1
10	3934065	-1
10	3934065	-1
10	3934065	-1
10	3934065	-1
10	3934065	-1
2	73795096	-1
2	73795096	-1
2	73795096	-1
2	73795096	-1
2	73795096	-1
3	65058946	1
3	65058946	1
3	65058946	1
3	65058946	1
3	65395511	-1
3	65395511	-1
3	65395511	-1
3	65395511	-1
3	65395511	-1
3	65395511	-1
3	65395511	-1
3	65395511	-1
3	65395511	-1
3	65395511	-1
3	65395511	-1
3	65395511	-1
3	65395511	-1
6	57549124	1
6	57549124	1
6	57549124	1
1	12801939	1
1	12801939	1
1	12801939	1
1	12801939	1
1	12801939	1
1	12801939	1
2	67321999	1
3	58654036	-1
3	58654036	-1
3	58654036	-1
3	58654036	-1
3	58654036	-1
3	58654036	-1
3	58654036	-1
3	58654036	-1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
1	17693866	1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
9	51020514	-1
4	55169443	1
4	55169443	1
4	55169443	1
4	55169443	1
4	55169443	1
4	55169443	1
4	55169443	1
4	55169443	1
4	55169443	1
4	55169443	1
4	55169443	1
4	55169443	1
4	55169443	1
2	66551199	-1
2	66551199	-1
2	66551199	-1
2	66551199	-1
2	66551199	-1
2	66551199	-1
2	66551199	-1
2	66551199	-1
2	66551199	-1
1	26647627	-1
4	62467256	-1
4	62467256	-1
4	62467256	-1
4	62467256	-1
4	62467256	-1
4	62467256	-1
10	56265588	-1
10	56265588	-1
10	56265588	-1
10	56265588	-1
10	56265588	-1
10	56265588	-1
10	56265588	-1
10	56265588	-1
10	56265588	-1
10	56265588	-1
10	56265588	-1
3	71834871	-1
3	71834871	-1
3	71834871	-1
3	71834871	-1
3	71834871	-1
6	57686135	-1
6	57686135	-1
6	57686135	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
4	65234195	-1
7	61320426	1
7	61320426	1
7	61320426	1
5	48187627	1
5	48187627	1
5	48187627	1
5	48187627	1
8	1082819	-1
8	1082819	-1
8	1082819	-1
8	1082819	-1
8	1082819	-1
3	5829103	-1
3	5829103	-1
3	5829103	-1
2	6692804	-1
2	6692804	-1
7	6687789	1
7	6687789	1
7	6687789	1
7	6687789	1
5	55221295	-1
5	55221295	-1
5	55221295	-1
5	55221295	-1
5	55221295	-1
5	55221295	-1
5	55221295	-1
2	14431359	1
2	14431359	1
2	14431359	1
10	2604401	1
10	2604401	1
10	2604401	1
10	2604401	1
10	2604401	1
10	2604401	1
10	2604401	1
9	6383384	-1
9	6383384	-1
9	6383384	-1
3	74205803	-1
6	59259834	-1
6	59259834	-1
6	59259834	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
6	1828896	-1
2	31168436	1
2	31168436	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
4	66602826	1
1	55675982	1
1	55675982	1
2	63360872	1
2	63360872	1
2	63360872	1
2	63360872	1
2	63360872	1
2	63360872	1
2	63360872	1
2	63360872	1
2	63360872	1
2	63360872	1
2	63360872	1
10	58220346	-1
10	58220346	-1
4	4758453	-1
4	4758453	-1
4	4758453	-1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
1	1903135	1
8	3244590	-1
8	3244590	-1
8	3244590	-1
8	3244590	-1
8	3244590	-1
4	48494319	-1
8	28276490	-1
8	28276490	-1
8	28276490	-1
8	28276490	-1
8	28276490	-1
8	28276490	-1
8	28276490	-1
8	28276490	-1
9	2725382	-1
9	2725382	-1
9	2725382	-1
9	2725382	-1
9	2725382	-1
6	39625901	1
6	39625901	1
6	39625901	1
6	39625901	1
6	39625901	1
3	70814405	-1
3	70814405	-1
3	70814405	-1
3	70814405	-1
4	66882	-1
4	66882	-1
4	66882	-1
4	66882	-1
4	66882	-1
4	66882	-1
4	66882	-1
4	66882	-1
4	66882	-1
4	66882	-1
4	66882	-1
4	2684782	-1
4	2684782	-1
4	2684782	-1
4	2684782	-1
4	2684782	-1
4	2684782	-1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
1	60728397	1
4	53854175	-1
4	53854175	-1
4	53854175	-1
4	53854175	-1
4	53854175	-1
4	53854175	-1
9	55141225	-1
9	55141225	-1
9	55141225	-1
9	55141225	-1
5	11832853	-1
6	58502400	-1
6	58502400	-1
4	76893	1
4	76893	1
4	76893	1
4	76893	1
4	76893	1
4	76893	1
4	76893	1
4	76893	1
4	76893	1
4	76893	1
4	76893	1
4	76893	1
9	5528861	-1
9	5528861	-1
9	5528861	-1
9	5528861	-1
9	5528861	-1
9	50989801	1
9	50989801	1
9	50989801	1
9	50989801	1
9	50989801	1
2	1969516	-1
2	74256992	1
2	74256992	1
2	74256992	1
2	74256992	1
1	11418	-1
1	11418	-1
1	11418	-1
1	11418	-1
1	11418	-1
1	11418	-1
1	11418	-1
1	11418	-1
1	11418	-1
1	11418	-1
1	11418	-1
4	4849185	1
4	4849185	1
4	4849185	1
4	4849185	1
4	4849185	1
4	4849185	1
4	4849185	1
4	4849185	1
4	4849185	1
4	4849185	1
4	4849185	1
2	67479157	-1
2	67479157	-1
2	67479157	-1
9	4474244	1
9	4474244	1
1	66148866	1
1	66148866	1
1	66148866	1
3	1568582	-1
3	1568582	-1
3	1568582	-1
3	1568582	-1
3	1568582	-1
3	1568582	-1
3	1568582	-1
4	53849569	1
3	52218448	1
3	52218448	1
3	52218448	1
3	52218448	1
3	52218448	1
3	52218448	1
3	52218448	1
3	52218448	1
1	68762603	-1
1	68762603	-1
1	68762603	-1
3	2939731	1
10	677761	1
10	677761	1
10	677761	1
10	677761	1
10	677761	1
10	677761	1
10	51346967	-1
10	51346967	-1
10	51346967	-1
10	51346967	-1
1	363231	-1
1	363231	-1
1	363231	-1
1	363231	-1
1	363231	-1
1	363231	-1
1	363231	-1
1	363231	-1
1	363231	-1
1	363231	-1
1	17239543	-1
1	17239543	-1
1	17239543	-1
1	17239543	-1
1	17239543	-1
1	15374940	1
1	15374940	1
1	15374940	1
1	15374940	1
1	15374940	1
1	15374940	1
1	15374940	1
1	15374940	1
1	15374940	1
1	15374940	1
1	15374940	1
1	15374940	1
1	15374940	1
1	48161611	-1
1	48161611	-1
1	9265023	1
1	9265023	1
1	9265023	1
1	9265023	1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
3	69536259	-1
1	1851978	-1
1	1851978	-1
1	1851978	-1
1	1851978	-1
1	1851978	-1
1	1851978	-1
1	1851978	-1
1	1851978	-1
1	67573214	1
1	67573214	1
1	67573214	1
1	67573214	1
7	64038846	-1
7	64038846	-1
7	64038846	-1
7	64038846	-1
7	64038846	-1
4	1662844	1
4	1662844	1
4	1662844	1
4	1662844	1
4	1662844	1
4	1662844	1
4	1662844	1
4	1662844	1
2	65723158	1
2	65723158	1
2	65723158	1
2	65723158	1
2	65723158	1
5	53883822	-1
5	53883822	-1
5	53883822	-1
5	53883822	-1
5	53883822	-1
5	53883822	-1
5	53883822	-1
5	53883822	-1
5	53883822	-1
9	49273543	-1
9	49273543	-1
10	19947642	-1
1	2848873	1
1	2848873	1
1	2848873	1
1	2848873	1
4	63758166	1
4	63758166	1
4	63758166	1
7	52819737	1
1	62132641	-1
1	62132641	-1
1	62132641	-1
1	62132641	-1
1	62132641	-1
1	62132641	-1
3	9401438	1
7	10174943	1
7	10174943	1
7	10174943	1
7	10174943	1
7	10174943	1
1	31755001	1
1	31755001	1
1	31755001	1
1	31755001	1
1	31755001	1
1	31755001	1
1	31755001	1
1	31755001	1
1	31755001	1
1	31755001	1
2	77190733	1
2	77190733	1
2	77190733	1
2	77190733	1
2	77190733	1
2	77190733	1
8	10960217	-1
8	10960217	-1
8	10960217	-1
8	10960217	-1
8	10960217	-1
8	10960217	-1
8	10960217	-1
8	10960217	-1
8	10960217	-1
8	10960217	-1
8	10960217	-1
8	10960217	-1
8	10960217	-1
1	51279982	-1
1	51279982	-1
1	51279982	-1
1	51279982	-1
1	51279982	-1
6	57197768	1
6	57197768	1
6	57197768	1
6	57197768	1
6	57197768	1
3	14092865	1
3	14092865	1
3	14092865	1
3	14092865	1
7	2210563	-1
7	2210563	-1
2	73500287	1
2	73500287	1
2	73500287	1
2	73500287	1
2	73500287	1
2	73500287	1
2	73500287	1
2	73500287	1
2	73500287	1
2	73500287	1
1	6308707	1
1	6308707	1
1	6308707	1
1	6308707	1
9	48209598	1
9	48209598	1
9	48209598	1
9	48209598	1
9	48209598	1
9	48209598	1
9	48209598	1
2	63139530	1
1	70668203	1
1	70668203	1
1	70668203	1
1	70668203	1
1	70668203	1
1	70668203	1
1	70668203	1
3	18505142	1
3	18505142	1
3	18505142	1
3	18505142	1
3	18505142	1
3	18505142	1
3	18505142	1
3	18505142	1
3	18505142	1
3	18505142	1
3	18505142	1
3	18505142	1
3	4660801	1
3	4660801	1
3	4660801	1
3	4660801	1
2	57412137	-1
2	57412137	-1
2	57412137	-1
2	57412137	-1
1	72172197	1
1	72172197	1
1	767891	-1
1	767891	-1
6	49202885	-1
6	49202885	-1
6	49202885	-1
6	49202885	-1
6	49955009	1
1	71709833	1
1	71709833	1
1	71709833	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
2	6469527	1
4	55519811	1
4	55519811	1
7	57081228	1
7	57081228	1
7	57081228	1
7	57081228	1
7	57081228	1
2	45951057	1
2	45951057	1
3	13633747	-1
3	13633747	-1
3	13633747	-1
3	13633747	-1
3	13633747	-1
3	13633747	-1
3	13633747	-1
3	13633747	-1
3	13633747	-1
9	52456527	-1
9	52456527	-1
9	52456527	-1
9	52456527	-1
9	52456527	-1
9	52456527	-1
9	52456527	-1
9	52456527	-1
3	798656	-1
3	798656	-1
3	798656	-1
8	1975466	-1
8	1975466	-1
8	1975466	-1
8	1975466	-1
8	1975466	-1
8	1975466	-1
8	1975466	-1
8	1975466	-1
8	1975466	-1
8	1975466	-1
1	8308021	-1
1	8308021	-1
1	8308021	-1
9	56167725	1
9	56167725	1
9	56167725	1
9	56167725	1
9	56167725	1
7	2309312	-1
7	2309312	-1
7	2309312	-1
6	54216536	1
6	54216536	1
6	54216536	1
6	54216536	1
1	18881852	-1
1	18881852	-1
1	18881852	-1
1	18881852	-1
1	18881852	-1
1	18881852	-1
1	18881852	-1
1	18881852	-1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
8	38072861	1
1	62839695	1
1	62839695	1
1	66622606	-1
1	66622606	-1
1	65008169	-1
1	65008169	-1
1	65008169	-1
1	65008169	-1
1	65008169	-1
2	1133211	1
4	61826609	-1
4	61826609	-1
4	61826609	-1
4	61826609	-1
4	61826609	-1
4	61826609	-1
4	61826609	-1
4	61826609	-1
4	61826609	-1
4	16844033	-1
4	16844033	-1
4	16844033	-1
4	16844033	-1
4	16844033	-1
3	73686869	-1
3	73686869	-1
3	73686869	-1
3	73686869	-1
1	22404055	-1
1	22404055	-1
1	22404055	-1
1	22404055	-1
1	22404055	-1
1	22404055	-1
1	22404055	-1
1	22404055	-1
1	22404055	-1
1	22404055	-1
7	55895213	1
7	55895213	1
7	55895213	1
7	55895213	1
7	55895213	1
1	10022755	-1
1	10022755	-1
1	10022755	-1
1	10022755	-1
1	10022755	-1
10	56169169	1
10	56169169	1
10	56169169	1
10	56169169	1
10	56169169	1
10	56169169	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
6	57222645	1
10	55767647	1
10	55767647	1
10	55767647	1
10	55767647	1
10	55767647	1
10	55767647	1
10	55767647	1
1	71450761	-1
1	71450761	-1
6	57359316	-1
6	57359316	-1
6	57359316	-1
6	57359316	-1
8	40199687	1
8	40199687	1
8	40199687	1
8	40199687	1
1	60482678	-1
1	60482678	-1
7	280325	-1
7	280325	-1
7	280325	-1
7	280325	-1
10	10043835	1
10	10043835	1
10	10043835	1
10	10043835	1
10	10043835	1
10	10043835	1
6	38690769	1
6	38690769	1
6	38690769	1
6	38690769	1
6	38690769	1
6	38690769	1
6	38690769	1
1	25939087	1
1	9041000	1
1	9041000	1
1	9041000	1
1	9041000	1
1	9041000	1
7	56966686	1
7	56966686	1
3	71860700	-1
3	71860700	-1
4	6894485	1
4	6894485	1
4	6894485	1
4	6894485	1
4	6894485	1
4	6894485	1
4	6894485	1
4	6894485	1
1	57047324	-1
1	57047324	-1
1	57047324	-1
1	57047324	-1
1	57047324	-1
1	57047324	-1
1	57047324	-1
1	57047324	-1
1	57047324	-1
1	57047324	-1
1	57047324	-1
3	72501172	-1
3	72501172	-1
3	72501172	-1
3	72501172	-1
3	72501172	-1
3	72501172	-1
3	72501172	-1
3	72501172	-1
9	48540531	-1
9	48540531	-1
9	48540531	-1
9	48540531	-1
9	48540531	-1
9	48540531	-1
6	60772163	-1
4	49139309	1
4	49139309	1
4	49139309	1
4	49139309	1
4	49139309	1
6	58129368	-1
6	58129368	-1
6	58129368	-1
6	58129368	-1
2	49283984	1
2	49283984	1
2	49283984	1
2	49283984	1
2	49283984	1
2	49283984	1
2	49283984	1
2	49283984	1
2	49283984	1
2	49283984	1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
2	75483984	-1
1	17550271	1
1	17550271	1
1	10193131	1
1	10193131	1
1	9827452	1
1	9827452	1
1	9827452	1
1	9827452	1
1	9827452	1
1	9827452	1
2	64021160	-1
2	64021160	-1
5	2696605	1
5	2696605	1
5	2696605	1
5	2696605	1
5	2696605	1
5	2696605	1
5	2696605	1
5	2696605	1
5	2696605	1
5	2696605	1
5	2696605	1
5	2696605	1
10	59377364	1
4	1016937	-1
4	1016937	-1
4	1016937	-1
4	1016937	-1
4	1016937	-1
2	18051570	1
2	18051570	1
2	18051570	1
2	18051570	1
2	18051570	1
10	53218642	1
3	69447963	-1
3	69447963	-1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
1	68446717	1
9	56530273	1
3	6453543	1
9	55137716	-1
9	55137716	-1
9	55137716	-1
9	55137716	-1
8	49942740	-1
8	49942740	-1
8	49942740	-1
8	49942740	-1
8	49942740	-1
8	49942740	-1
6	56159010	-1
6	56159010	-1
6	56159010	-1
6	56159010	-1
6	56159010	-1
6	56159010	-1
4	67057320	-1
4	67057320	-1
4	67057320	-1
4	67057320	-1
4	67057320	-1
4	67057320	-1
4	67057320	-1
4	67057320	-1
1	57886289	-1
1	57886289	-1
1	57886289	-1
4	2440847	1
10	58639368	-1
10	58639368	-1
10	58639368	-1
4	701098	1
4	701098	1
4	701098	1
1	67402242	-1
1	67402242	-1
1	67402242	-1
9	53958633	-1
1	19777386	-1
1	19777386	-1
1	19777386	-1
1	19777386	-1
1	19777386	-1
1	19777386	-1
1	19777386	-1
1	11573448	-1
1	11573448	-1
1	11573448	-1
1	11573448	-1
1	11573448	-1
1	11573448	-1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
3	71506512	1
1	1542434	1
1	1542434	1
1	1542434	1
1	1542434	1
1	1542434	1
3	66963292	-1
4	57600410	1
4	57600410	1
4	57600410	1
4	57600410	1
4	57600410	1
4	57600410	1
2	77778321	-1
2	77778321	-1
2	77778321	-1
2	77778321	-1
2	77778321	-1
2	77778321	-1
2	77778321	-1
2	77778321	-1
9	56954015	1
9	56954015	1
9	56954015	1
9	56954015	1
3	70522210	1
3	70522210	1
3	70522210	1
3	70522210	1
3	70522210	1
2	71506148	1
2	71506148	1
2	71506148	1
2	71506148	1
2	71506148	1
2	71506148	1
2	71506148	1
2	71506148	1
2	71506148	1
2	71506148	1
10	3084319	-1
10	3084319	-1
10	3084319	-1
1	14501174	1
1	14501174	1
1	14501174	1
1	66622150	1
1	66622150	1
1	66622150	1
1	66622150	1
1	66622150	1
1	67316622	-1
1	67316622	-1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
4	7966396	1
1	58962760	1
1	58962760	1
1	58962760	1
1	58962760	1
1	58962760	1
1	58962760	1
1	58962760	1
1	58962760	1
1	58962760	1
1	58962760	1
9	51882437	-1
9	51882437	-1
9	51882437	-1
9	51882437	-1
9	51882437	-1
9	51882437	-1
9	51882437	-1
9	51882437	-1
9	51882437	-1
6	56038568	-1
6	56038568	-1
6	56038568	-1
6	56038568	-1
9	57747957	1
9	57747957	1
3	53361306	1
3	53361306	1
3	53361306	1
3	53361306	1
3	53361306	1
3	53361306	1
3	53361306	1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
7	54699081	-1
1	11537158	1
1	11537158	1
1	11537158	1
1	11537158	1
1	11537158	1
1	11537158	1
1	11537158	1
1	11537158	1
1	11537158	1
1	11537158	1
10	7052023	-1
10	7052023	-1
10	7052023	-1
10	7052023	-1
10	7052023	-1
7	4876121	1
7	4876121	1
7	4876121	1
7	4876121	1
7	4876121	1
7	4876121	1
7	4876121	1
7	4876121	1
7	4876121	1
1	14043129	-1
1	14043129	-1
6	58821450	-1
6	58821450	-1
6	58821450	-1
6	58821450	-1
6	58821450	-1
6	58821450	-1
6	58821450	-1
6	58821450	-1
10	2037941	-1
10	2037941	-1
10	2037941	-1
10	2037941	-1
10	2037941	-1
10	2037941	-1
10	2037941	-1
1	57016880	-1
1	57016880	-1
1	57016880	-1
1	57016880	-1
1	57016880	-1
3	65267421	-1
3	65267421	-1
3	65267421	-1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
1	67102220	1
3	4381444	1
3	4381444	1
7	10174943	1
7	10174943	1
7	10174943	1
7	10174943	1
7	10174943	1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
4	1941541	-1
2	64975539	-1
2	64975539	-1
2	64975539	-1
2	64975539	-1
2	64975539	-1
2	64975539	-1
2	64975539	-1
2	64975539	-1
6	59401257	-1
6	59401257	-1
6	59401257	-1
6	59401257	-1
6	59401257	-1
6	59401257	-1
6	59401257	-1
6	59401257	-1
7	60359401	-1
7	60359401	-1
7	60359401	-1
7	60359401	-1
1	60583719	-1
1	62669883	-1
1	62669883	-1
1	62669883	-1
1	49779504	1
1	49779504	1
1	49779504	1
1	49779504	1
1	49779504	1
3	15605901	1
3	15605901	1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
2	67737850	-1
1	72442009	-1
1	72442009	-1
1	72442009	-1
1	72442009	-1
1	72442009	-1
8	35618023	-1
8	35618023	-1
2	58909716	-1
5	227846	-1
5	227846	-1
5	227846	-1
5	227846	-1
5	227846	-1
5	227846	-1
5	227846	-1
3	56548830	-1
3	56548830	-1
3	56548830	-1
3	56548830	-1
3	56548830	-1
1	4450647	1
1	4450647	1
1	4450647	1
1	4450647	1
1	4450647	1
1	4450647	1
1	4450647	1
1	4450647	1
1	4450647	1
1	4450647	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
6	60138536	1
3	61884265	1
3	61884265	1
10	50662476	1
10	50662476	1
10	50662476	1
10	50662476	1
10	50662476	1
10	50662476	1
10	50662476	1
10	50662476	1
10	50662476	1
10	50662476	1
10	50662476	1
10	50662476	1
10	4067884	1
3	4672942	1
3	4672942	1
3	4672942	1
3	4672942	1
3	4672942	1
1	1893474	-1
1	1893474	-1
1	1893474	-1
5	43405849	1
5	43405849	1
5	43405849	1
5	43405849	1
5	43405849	1
5	43405849	1
5	43405849	1
5	43405849	1
5	43405849	1
5	43405849	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
1	5094497	1
